-2.176066745783234080e-16,8.742531141059677047e-02,1.431976553933805851e-01
-4.410098577457375230e-17,-1.571163233546532256e-01,-3.462427438970444027e-01
2.754788130216201317e-16,-7.032360508795156839e-01,-1.698613970823599217e+00
-1.120381226298547980e-16,1.330503538579508593e-01,2.203456997800175843e-01
-8.726008086067463323e-17,-1.617839647169730111e-01,-2.447096279977199751e-01
-3.496344980488742346e-16,-2.276415345626601194e-01,-4.844580742978044641e-01
-2.993014667683870602e-16,-3.085802503033098221e-01,-8.000534951332258782e-01
-1.100970723867075082e-16,-3.297670337003310026e-01,-9.089717137911842437e-01
-3.489970926731734891e-16,-2.127170381965893531e-01,-5.613251521472059080e-01
6.696201270009005975e-17,-2.007370609160608332e-01,-4.796992958868050994e-01
2.316696160482000640e-17,-2.675611785965446021e-01,-8.137460031154019058e-01
2.480785473724787565e-16,-1.260400351285044795e-01,-2.348259074864992579e-01
-6.712048804154809836e-17,1.844657846504796639e-01,2.954627033036301698e-01
1.722442615764071111e-16,-1.342159843001242137e-01,-1.626558623808009307e-01
4.247467531462954773e-17,-2.067686211179209643e-01,-3.889876345468165630e-01
-3.811850662275876121e-16,-4.326974159700489042e-01,-8.805552796767667223e-01
-1.272580005027604177e-16,-4.296420207842516770e-01,-6.989035013376972971e-01
-3.814772218848336399e-16,-1.510549275467545083e-01,-7.005688900042716938e-02
6.980335785827584029e-16,-4.131956762091941737e-01,-7.230760747950625289e-01
-4.009573854339334896e-16,4.876331631587200177e-01,9.005781123714278191e-01
1.853627956909402747e-16,5.732501064794205681e-02,-8.429394349408453335e-02
3.484642925668211532e-17,-1.401787950232261798e-02,-1.701083615862805654e-01
-2.653934838095160068e-18,-5.282625246145199183e-02,-2.614393375835272204e-01
-8.247058439671633523e-17,-2.960253023359903091e-02,3.942878143685712121e-03
-4.139126746064718725e-16,9.418356473934465234e-02,1.217892601007613679e-01
-2.039087210670787634e-16,-1.894933659426282502e-01,-6.345492225200913827e-01
