-1.353212538732777137e+00,-1.329198437938741151e+00,-1.279853994095925263e+00
2.616182471852737668e-01,2.732405750017167234e-01,2.974264923382634596e-01
-2.249693322277209612e-02,-2.326921412840594894e-02,-2.478163239354418471e-02
-6.519795284476009867e-02,-6.620313443318902313e-02,-6.765616238296721929e-02
-8.799850054652381959e-02,-9.319653382276453513e-02,-1.044414748781463398e-01
1.288820258491274184e-01,1.356878144703478062e-01,1.501463886013507110e-01
-3.483153442856291859e-02,-3.864246553936401263e-02,-4.722785145364262471e-02
-3.158838184447925190e-01,-3.302522715341818516e-01,-3.602371419894309090e-01
1.198824110070419724e-01,1.271032598841340400e-01,1.427128951598287121e-01
-9.137821866077057431e-02,-9.555269000951936709e-02,-1.042954169637489437e-01
-7.363518317339285968e-01,-7.256714248951129376e-01,-7.036060267030610493e-01
1.794032023608463644e-01,1.887105837561258714e-01,2.085116780795925884e-01
6.729780524031503397e-02,7.074757605030042307e-02,7.806689793396784371e-02
-6.972324583584275925e-02,-7.436309038835887952e-02,-8.448179049198974166e-02
-1.670098723767144966e-01,-1.755360196284662944e-01,-1.936487406827720192e-01
-1.651340600959734783e-01,-1.739541287125299096e-01,-1.925878300243318297e-01
-6.355147162872788746e-02,-6.604519693810990966e-02,-7.114992868691760730e-02
-1.057491285017292532e-01,-1.111597727020725151e-01,-1.226839894511813217e-01
3.621546697315376068e-02,3.801857285622480681e-02,4.183584536571323398e-02
-6.265408547285493401e-02,-6.711675165808479726e-02,-7.690034601762586741e-02
2.489656662503091089e-01,2.599148048555898760e-01,2.826603245132409681e-01
-2.867279779357350886e-02,-2.962882902202054400e-02,-3.154004742418941437e-02
-1.066193814244633220e+00,-1.042611304795948435e+00,-9.929222702333198036e-01
-4.994100528301730763e-02,-5.209455193379174121e-02,-5.652820911373589163e-02
-2.176575308077376980e-01,-2.257278896686222280e-01,-2.420988255049732751e-01
1.411067547119070897e-01,1.499280421476521796e-01,1.690961034965876575e-01
2.789594757252644719e-01,2.969628778204658204e-01,3.352962820660965182e-01
-1.839561741394139804e-01,-1.923420913651433251e-01,-2.098735813295037334e-01
-1.388735486467198655e-03,-2.943212833165591812e-03,-6.645555408613313363e-03
1.377592007101437144e+00,1.354117417579543403e+00,1.304503385641718971e+00
